filename,width,height,class,xmin,ymin,xmax,ymax
IMG_3525_JPG.rf.008a7c3198ec4a129e341279b6db736d.jpg,640,640,up,186,217,330,445
IMG_4252_JPG.rf.00ebed6f8d6fb34b1e1ef18c0c76c444.jpg,640,640,left,17,299,336,423
IMG_4352_JPG.rf.00df52613ef6cd8557be79639a50d3c4.jpg,640,640,left,82,271,377,420
IMG_4786_JPG.rf.012f939d96eb870b0f3f9df0254509e3.jpg,640,640,down,193,268,369,493
IMG_2231_JPG.rf.00dbdeeec6e8c43c7e875908ea94a82c.jpg,640,640,up,139,290,274,536
IMG_4244_JPG.rf.0169a52a2819ccf22acc54167f5f9903.jpg,640,640,left,6,307,332,420
IMG_3187_JPG.rf.010fc4adc29b195bb5ce544447051bb8.jpg,640,640,down,184,267,331,511
IMG_4098_JPG.rf.0144a5331a247e46e9845f2379f6dc8f.jpg,640,640,right,146,270,434,385
IMG_4376_JPG.rf.01654a043cac69aace6148a2e6d6091f.jpg,640,640,left,59,309,373,422
IMG_4200_JPG.rf.01d0afa3081f5b670fe7ecabfb59e9b0.jpg,640,640,left,0,285,342,395
IMG_4190_JPG.rf.0147236bb49053709bb3a7eec98e3ffc.jpg,640,640,left,38,287,370,421
IMG_2685_JPG.rf.0174eebbb03b346de1a93e61210171a7.jpg,640,640,right,126,310,369,447
IMG_4303_JPG.rf.0184c3ea5daa5163cb229b9a402dc034.jpg,640,640,left,2,311,307,430
IMG_3282_JPG.rf.0182e68a896bbf84cab7418d38cc6b02.jpg,640,640,down,222,245,365,500
IMG_3672_JPG.rf.01a8c75b6d64d912d4ad3dc5fd70be54.jpg,640,640,up,153,211,345,455
IMG_3615_JPG.rf.01a1c4cd40f6c2082805d8dac8aace5f.jpg,640,640,up,172,218,348,445
IMG_4182_JPG.rf.0139cddebc4dc74220f1f3eb3f5afc68.jpg,640,640,left,70,234,370,399
IMG_3767_JPG.rf.007072595a6d5b7ebf283de08ce73264.jpg,640,640,up,161,211,303,434
IMG_2954_JPG.rf.02396ac9675dbb9573999d749b98b969.jpg,640,640,left,33,368,293,493
IMG_4278_JPG.rf.01ebfeff260e7daff60a6579d3bf06f3.jpg,640,640,left,8,335,337,445
IMG_2403_JPG.rf.01bd7417857c7c7a70ba5859b08ccacc.jpg,640,640,up,160,255,296,498
IMG_2803_JPG.rf.01d951f091fb3aa30194a99c9dede102.jpg,640,640,left,93,355,338,489
IMG_4742_JPG.rf.01dc5d8bb787a0f110279b7d54a9a866.jpg,640,640,down,147,271,329,509
IMG_2718_JPG.rf.01eb67c63ccefe62503fdc0b69015665.jpg,640,640,left,109,347,368,465
IMG_2481_JPG.rf.0153a41018ecb0056102c6780f9b51c7.jpg,640,640,right,148,324,381,451
IMG_4142_JPG.rf.01df92d0188bfed287606b9a3a943c63.jpg,640,640,left,48,277,376,389
IMG_3688_JPG.rf.021a4fe67e6794dd2103d3346ff37c62.jpg,640,640,up,155,211,310,441
IMG_3897_JPG.rf.021200d01ca60f085995f210aea1f2fb.jpg,640,640,right,128,280,431,374
IMG_2441_JPG.rf.01cd5c4ceca9459073858d07136721bf.jpg,640,640,right,166,325,405,444
IMG_4739_JPG.rf.01b540076f5661bc049a9aa5968f93ad.jpg,640,640,down,162,264,339,520
IMG_3069_JPG.rf.025b34adfb1cb7cacb94834a42838ce6.jpg,640,640,down,182,278,319,548
IMG_4013_JPG.rf.02575ef3d0b2ef97928e242e34af3d15.jpg,640,640,right,117,268,417,377
IMG_3574_JPG.rf.01f82b72d0570fe83f8b06e977f14bd8.jpg,640,640,up,178,224,339,458
IMG_3058_JPG.rf.026f80f302b48a59c9cb69f090143cf2.jpg,640,640,down,202,255,374,506
IMG_4849_JPG.rf.026f88e7b28f1b3d3579649e2060ca6f.jpg,640,640,down,170,257,346,485
IMG_2526_JPG.rf.0287e3cf2f45f65abfcf6f38474d3339.jpg,640,640,right,135,328,378,446
IMG_2586_JPG.rf.0316257688581f0b6e8a804d1cc8f598.jpg,640,640,right,138,303,371,441
IMG_2448_JPG.rf.024b26b584840b6a410f3ed1bb1a8ef0.jpg,640,640,right,167,329,391,447
IMG_3515_JPG.rf.01d55ff5bbba2787ab17431ebc55b54a.jpg,640,640,up,198,221,359,451
IMG_4756_JPG.rf.0294b10f229502106e8bdb44977f0529.jpg,640,640,down,168,277,350,504
IMG_4813_JPG.rf.02c1b3d82ebc61f090d368a991705d0d.jpg,640,640,down,204,255,416,456
IMG_4840_JPG.rf.02aaad8ee3646bc142b597541fc04fb9.jpg,640,640,down,178,252,344,482
IMG_2480_JPG.rf.02eeaaa8f135160cd3fb1568c620ab88.jpg,640,640,right,151,323,377,446
IMG_3050_JPG.rf.02a7bf5ce00d344d92d6244f574af9f0.jpg,640,640,down,77,284,226,563
IMG_4346_JPG.rf.02f5a18cf04cab7a065f6cd22b7e88ad.jpg,640,640,left,48,314,352,439
IMG_3849_JPG.rf.030094be419a99eb7793677d101e0368.jpg,640,640,right,136,262,421,371
IMG_4894_JPG.rf.031aacd1102d3fc5f71742ecaf0570e0.jpg,640,640,down,157,246,372,461
IMG_4896_JPG.rf.0346d7169ba3eb70f0372fecd98b335a.jpg,640,640,down,160,247,363,470
IMG_3161_JPG.rf.030d501a9ce8818d2dd0a456b08df7f2.jpg,640,640,down,213,253,359,503
IMG_3047_JPG.rf.02cb9b5840f788c4cf5266afb8105cd0.jpg,640,640,down,94,276,270,552
IMG_2399_JPG.rf.038fbaf35315eaba8bf9461c3433196e.jpg,640,640,up,148,253,285,503
IMG_4717_JPG.rf.0327cedb8f7198e30eea334757abf253.jpg,640,640,down,185,265,394,493
IMG_2183_JPG.rf.037638a52dc625471bda1ba3b86def63.jpg,640,640,up,128,297,259,555
IMG_4067_JPG.rf.02c0478789b9a3a1f59da675a102ea63.jpg,640,640,right,138,257,421,379
IMG_3306_JPG.rf.02ff8f075dd2a267a76f2531455b0b5a.jpg,640,640,down,205,240,351,489
IMG_3269_JPG.rf.0354821d3e4ff3d335a027879e362d12.jpg,640,640,down,224,257,415,449
IMG_2440_JPG.rf.03128bac6b388d3e39a76c6a1babc4d8.jpg,640,640,right,174,325,406,443
IMG_3778_JPG.rf.03a730f6cbf0c6643dca442ab02609c5.jpg,640,640,up,165,198,318,425
IMG_3756_JPG.rf.036da15c2280113f70fd70a6f483140b.jpg,640,640,up,175,218,350,436
IMG_4173_JPG.rf.02ebf8c13375498f939176da1da5fc61.jpg,640,640,left,59,291,377,405
IMG_2967_JPG.rf.0356a8df68cd01c12da63d8a495a1f1b.jpg,640,640,left,76,337,334,478
IMG_3827_JPG.rf.03e01b90f8545b643d98b290a47035fa.jpg,640,640,right,150,258,455,365
IMG_3255_JPG.rf.03b2cf6a544e620c253782c8332f220b.jpg,640,640,down,227,244,370,496
IMG_4363_JPG.rf.03b5021c1660db2d6bfdd20b531d406b.jpg,640,640,left,49,298,372,412
IMG_4261_JPG.rf.03ca1a6e504f021acd80b8104ea8f4db.jpg,640,640,left,12,320,346,429
IMG_4116_JPG.rf.0345a292619fef681eee336de937c1c3.jpg,640,640,left,64,294,384,408
IMG_4247_JPG.rf.0399bc3d3b2a41447313a86c67343ace.jpg,640,640,left,12,301,335,419
IMG_4081_JPG.rf.04045994e9e6892eb7971d04b137418e.jpg,640,640,right,119,268,413,384
IMG_3590_JPG.rf.03f0d87212a7060d365b9b5109368ad1.jpg,640,640,up,188,218,360,458
IMG_2980_JPG.rf.03a95c960b9103b00227d0f13c93106e.jpg,640,640,left,53,347,313,465
IMG_2682_JPG.rf.03e080619870201e759d9335a640ba25.jpg,640,640,right,130,322,380,450
IMG_3668_JPG.rf.04640f54cb3e41307774572b9f215f77.jpg,640,640,up,161,204,298,445
IMG_4030_JPG.rf.04315e038590e0b148c01b3fe9dee7dd.jpg,640,640,right,129,262,421,371
IMG_3199_JPG.rf.0403773369779bf377b3d9aad25f1c6e.jpg,640,640,down,218,263,388,479
IMG_4377_JPG.rf.043907894ed96f180761417ec6e20313.jpg,640,640,left,57,299,362,416
IMG_4789_JPG.rf.03d7ff491f2fdedff6dc3d150e44d95e.jpg,640,640,down,189,263,398,482
IMG_4886_JPG.rf.04874d919ff59f54854887915a7cf59e.jpg,640,640,down,128,243,316,463
IMG_4884_JPG.rf.040c5f6bfac608ed4ae19d68c733f4bf.jpg,640,640,down,136,245,318,468
IMG_3061_JPG.rf.0411396972d4d601a6f3fdeb3d6b647d.jpg,640,640,down,215,256,381,506
IMG_3018_JPG.rf.049295bf44be848bbc5e3334a3dff9fd.jpg,640,640,left,54,359,314,491
IMG_2862_JPG.rf.046d374f9e0f2aed9e5a7eaebbde4c07.jpg,640,640,left,64,369,329,490
IMG_2683_JPG.rf.0418ac6ba6acc7c80e5953b7aad9f027.jpg,640,640,right,130,317,375,446
IMG_3839_JPG.rf.04cf2900ed856a366f6e9cfb3d72ebc6.jpg,640,640,right,156,264,443,367
IMG_4742_JPG.rf.040bbd934b4c3448ba2070f31dd11ef5.jpg,640,640,down,147,271,329,509
IMG_4802_JPG.rf.0504d1f04ced3d32b42b04c6135a8cab.jpg,640,640,down,182,250,345,468
IMG_3299_JPG.rf.042f507ae7ecd70782add2c83ea09831.jpg,640,640,down,211,243,360,493
IMG_2319_JPG.rf.051646baf34a1b3b2bf3845d8b0d8e87.jpg,640,640,up,164,253,288,509
IMG_2627_JPG.rf.049fca68eeb62874e40427ba56017b68.jpg,640,640,right,137,331,373,452
IMG_3754_JPG.rf.04d2e6c9d9ab1f63f13161b26f6272ed.jpg,640,640,up,167,224,340,436
IMG_3254_JPG.rf.04a2dcd0b477a80cbdd55df0d2f6c251.jpg,640,640,down,227,252,369,488
IMG_5002_JPG.rf.0559db47294a8882882294e295471dd9.jpg,640,640,down,91,244,276,466
IMG_2419_JPG.rf.053a76f49c40e3c5802b57e4533dd485.jpg,640,640,right,192,279,418,430
IMG_4143_JPG.rf.05290cf78f7716320e51f9f5e72729b5.jpg,640,640,left,56,262,380,398
IMG_4188_JPG.rf.05af5f6cab189d5d716900bd5c9d1fc8.jpg,640,640,left,32,291,352,406
IMG_2928_JPG.rf.05773c9c8acb5590440cca4464cf8958.jpg,640,640,left,39,363,312,481
IMG_2522_JPG.rf.05636f21e96bd2ef793cc647e1d64b0d.jpg,640,640,right,150,342,377,472
IMG_2701_JPG.rf.05b3e1037dbef84127f52a2a92c1a58f.jpg,640,640,right,136,326,383,454
IMG_2844_JPG.rf.049899639f36e8e44af5ec5384ae7f31.jpg,640,640,left,81,335,326,495
IMG_4881_JPG.rf.04f086102f3b437e7a1938e7d140e42f.jpg,640,640,down,135,237,319,485
IMG_3100_JPG.rf.056aa84a12b89a5be3408ea3d8ad05bf.jpg,640,640,down,178,263,325,529
IMG_3888_JPG.rf.05a662bd2cdae29673fdc92ef86c50ae.jpg,640,640,right,146,270,437,374
IMG_2253_JPG.rf.0561bd6096d1994c7343340e9c0baaaa.jpg,640,640,up,164,278,296,523
IMG_2772_JPG.rf.058209091a544448697a3feed202c332.jpg,640,640,left,94,338,336,481
IMG_3152_JPG.rf.059d7cb5f2db0e879982cb4451e39a68.jpg,640,640,down,185,267,335,521
IMG_2631_JPG.rf.0560e146cc8bfd4a5bcc39ecc022653e.jpg,640,640,right,134,322,378,441
IMG_3038_JPG.rf.053f238c63c60bd0542dd4ce723738df.jpg,640,640,down,194,260,346,517
IMG_2765_JPG.rf.063b3c0a0285d17f03d129b178105dc9.jpg,640,640,left,81,359,337,486
IMG_3762_JPG.rf.05d9d5f8cdfe4ff256dd6db6009a274b.jpg,640,640,up,167,218,317,452
IMG_2200_JPG.rf.05cf84605f5919a5d332464b22638a82.jpg,640,640,up,112,288,252,546
IMG_2633_JPG.rf.06143a865cc4f4aecfc297aa9bce1d9d.jpg,640,640,right,130,320,378,451
IMG_4116_JPG.rf.0658d8fc655e6fadc169f42fb3eb07ae.jpg,640,640,left,64,294,384,408
IMG_3257_JPG.rf.061b13ce64897ec542a7702e4598c78c.jpg,640,640,down,232,248,375,506
IMG_3650_JPG.rf.0675a98e851e3a3ee0aadffdd0b07cc3.jpg,640,640,up,163,203,319,438
IMG_3694_JPG.rf.05b23f9472cb23ea9a2cdf09a469fb4f.jpg,640,640,up,152,201,310,437
IMG_3882_JPG.rf.06822213b60a52939e6d7f1382ecb0ab.jpg,640,640,right,145,276,423,397
IMG_4149_JPG.rf.065fbbb73c3265f4a5932ed931a95b38.jpg,640,640,left,95,243,390,401
IMG_2418_JPG.rf.0600b755818442ea0a8afb1cbdcd85bb.jpg,640,640,right,194,291,414,429
IMG_4995_JPG.rf.063920587d06a8a1830582bd7a3c2286.jpg,640,640,down,131,248,312,464
IMG_4345_JPG.rf.068c1a523c6c46f59441719b1225c064.jpg,640,640,left,46,297,356,441
IMG_3051_JPG.rf.0652fd38a9ad10fb2945dbe3b1e96641.jpg,640,640,down,117,278,280,554
IMG_4011_JPG.rf.06840c8956d92db1802949d10d37429c.jpg,640,640,right,134,266,412,376
IMG_4160_JPG.rf.057895d61b0aac18da4c6aaba12695a8.jpg,640,640,left,83,307,393,435
IMG_4922_JPG.rf.0699e87c3e8b202625c667ee71271f2a.jpg,640,640,down,143,254,311,490
IMG_4056_JPG.rf.06de49d25d68eb0b6038e8210ed70483.jpg,640,640,right,141,263,419,376
IMG_3039_JPG.rf.06df30c95048b2c4a753cbcb2679dc56.jpg,640,640,down,194,258,367,498
IMG_2204_JPG.rf.064072996194e11c9b434f9572e268d2.jpg,640,640,up,127,283,252,542
IMG_4939_JPG.rf.06b7f74687fb950c06802cb897606631.jpg,640,640,down,127,251,314,476
IMG_2961_JPG.rf.06c715cece608dfd1be461bb5e7b3a0a.jpg,640,640,left,72,367,339,487
IMG_2749_JPG.rf.0684d392b9721053d1a4e1548cea6b2f.jpg,640,640,left,81,345,343,485
IMG_4963_JPG.rf.0694822b55f769ba43f7b435421d2e65.jpg,640,640,down,115,260,315,500
IMG_4927_JPG.rf.06e4b37b806520fc74882d4327c1ecac.jpg,640,640,down,123,261,307,490
IMG_3050_JPG.rf.06b62f108e87253d834274802e8bf234.jpg,640,640,down,77,284,226,563
IMG_3703_JPG.rf.0728afea54b2baee1ca2486109f3a51b.jpg,640,640,up,154,208,313,444
IMG_2930_JPG.rf.06883b8bb71b704817007a02b69aec6f.jpg,640,640,left,48,364,309,492
IMG_2165_JPG.rf.07df51da4e312d61a30c88166b4e3ac9.jpg,640,640,up,143,319,306,556
IMG_3594_JPG.rf.07e1c0c7d592bbe9da53f0d8f5c444f9.jpg,640,640,up,155,231,328,454
IMG_4084_JPG.rf.07c7cd643404294b6849579f024969a7.jpg,640,640,right,123,267,396,389
IMG_2773_JPG.rf.06ee48f0c26fc05f45e605f5726c1c15.jpg,640,640,left,89,337,345,480
IMG_3737_JPG.rf.06f5668b13cb2c7f6c74ecec97f30996.jpg,640,640,up,164,218,336,427
IMG_4365_JPG.rf.06e861c358f2a6226ca31e8580667c9f.jpg,640,640,left,57,277,366,420
IMG_4019_JPG.rf.07488e8bbb845103bb953ee21678a72d.jpg,640,640,right,136,254,401,385
IMG_4390_JPG.rf.074a3104f240bc18a6eb27f9fd95482e.jpg,640,640,left,57,302,373,423
IMG_2615_JPG.rf.07b9877d3034553a1d3b8454b3cda567.jpg,640,640,right,139,317,373,451
IMG_3627_JPG.rf.07fce3af3184f964ec2d2664d32e556d.jpg,640,640,up,170,203,329,460
IMG_3094_JPG.rf.080978082d60d7b902f2d120a2794a16.jpg,640,640,down,196,267,370,512
IMG_4104_JPG.rf.081ef2298c15fe4be6a2573a805cc174.jpg,640,640,left,82,242,374,414
IMG_2714_JPG.rf.07e0d7b0b327f799655d78ac55faafd2.jpg,640,640,right,136,316,381,451
IMG_3715_JPG.rf.080897f6cb2be4a3e987840cdb230efb.jpg,640,640,up,168,208,319,437
IMG_4092_JPG.rf.079419f483d821a4cf69b6ba5e477fd4.jpg,640,640,right,129,273,412,400
IMG_2320_JPG.rf.082042c22d1dd7053c5feb9968c31c87.jpg,640,640,up,165,256,298,507
IMG_3097_JPG.rf.07e5fbb97e7ca597f70bb79dfa3490b0.jpg,640,640,down,202,263,368,509
IMG_4103_JPG.rf.06f232f4d003cc0e98e90f1cb6551f1a.jpg,640,640,left,77,238,375,409
IMG_4022_JPG.rf.08480e92c216b9e521b13ba18c9ef03c.jpg,640,640,right,136,262,416,360
IMG_4323_JPG.rf.07efb687ec7862402a2c7f3aef9cff69.jpg,640,640,left,11,300,323,445
IMG_3566_JPG.rf.085c9f0940a23b8867dadda7ba2e7299.jpg,640,640,up,170,235,354,460
IMG_2470_JPG.rf.078477d61c4f672a009c171cb3818be2.jpg,640,640,right,156,332,390,450
IMG_3193_JPG.rf.080cc7ddc67d8cddf8912e6c8a173e4c.jpg,640,640,down,172,258,325,545
IMG_3878_JPG.rf.08517bf336ef4504b5833d33818142cd.jpg,640,640,right,134,271,434,382
IMG_4913_JPG.rf.08e7f22094041adee7bee8ade757106f.jpg,640,640,down,160,254,343,474
IMG_3899_JPG.rf.084b9e8bde0602fc8e727bd9432f92f5.jpg,640,640,right,137,275,431,382
IMG_3182_JPG.rf.0844f751d6ba1dd53a8501d5c92979e7.jpg,640,640,down,216,256,388,482
IMG_2900_JPG.rf.087c963a8ea98dbc93d113dc4f67ca0f.jpg,640,640,left,64,351,323,480
IMG_3183_JPG.rf.085df89ba0040492b2fbe7556542bac4.jpg,640,640,down,209,265,375,481
IMG_3637_JPG.rf.07f40be8e79aed88b599f1f067365acc.jpg,640,640,up,180,224,348,447
IMG_2251_JPG.rf.087608c5baf59e5efdb30d73effc5527.jpg,640,640,up,179,278,308,519
IMG_3061_JPG.rf.08873105460185b2052653c9ee7f505a.jpg,640,640,down,215,256,381,506
IMG_3983_JPG.rf.08c823ec8f3f58cc69a68630c6302d00.jpg,640,640,right,113,278,411,391
IMG_4081_JPG.rf.0869706adc0ea1b577a2305f334ae626.jpg,640,640,right,119,268,413,384
IMG_2250_JPG.rf.0885b79e47be5e0ef8eb33298657ef69.jpg,640,640,up,187,275,308,521
IMG_2313_JPG.rf.0882926eccfeb33174ad0c75993fde24.jpg,640,640,up,164,261,289,513
IMG_2752_JPG.rf.089d1835c360a4c2b6a0ce90e23fdfa5.jpg,640,640,left,76,347,341,475
IMG_3864_JPG.rf.08e1eab2d6cdab6629640dbeb9110224.jpg,640,640,right,129,269,432,383
IMG_4207_JPG.rf.087b4ebe558e50518aa7d4b1749a310a.jpg,640,640,left,30,278,344,415
IMG_2368_JPG.rf.08f03df79d128717b425db023877b75f.jpg,640,640,up,179,268,339,503
IMG_2821_JPG.rf.08542404b7cc8419c3006b2de3c439e5.jpg,640,640,left,64,369,323,485
IMG_2868_JPG.rf.08a63573993e77397ebdb7a5303c7b8f.jpg,640,640,left,102,286,324,464
IMG_2421_JPG.rf.08ed06e10eb86cb0170b3ae26a98630f.jpg,640,640,right,195,272,406,425
IMG_3107_JPG.rf.0885cd0826faeaa2de8f9792e01eb8b3.jpg,640,640,down,129,288,265,564
IMG_4805_JPG.rf.0943f810244425fbd5d33c554675a45a.jpg,640,640,down,185,250,355,482
IMG_3731_JPG.rf.0961f3cd441cc85966079f77114a06de.jpg,640,640,up,157,231,353,434
IMG_3218_JPG.rf.092bbd7eb429dae26a3bf0a6d65dc56c.jpg,640,640,down,173,267,339,518
IMG_2416_JPG.rf.09c59afa2eb06456d9c70365794bd43f.jpg,640,640,right,193,307,426,430
IMG_3123_JPG.rf.097174da6c572610ce1fc65cb59230dd.jpg,640,640,down,197,277,341,528
IMG_4836_JPG.rf.090ac5ed5aa47955671cdb06e5ce079c.jpg,640,640,down,178,253,369,481
IMG_3710_JPG.rf.099d2b9caf8c95e5ffa2eaf789e6862b.jpg,640,640,up,155,196,320,441
IMG_2440_JPG.rf.08c0e6d717e9256f82046998734c8562.jpg,640,640,right,174,325,406,443
IMG_2786_JPG.rf.0929fcbc1c90fe8be53d0ecf9ffa40fc.jpg,640,640,left,74,368,334,488
IMG_2926_JPG.rf.08871c0a38b3f98cb05f5aa98aafe8be.jpg,640,640,left,47,355,318,482
IMG_2489_JPG.rf.0972ac918b4490125f48c20032f248ea.jpg,640,640,right,146,335,378,450
IMG_2557_JPG.rf.097d43b87114a2cd82cc24346a5acc36.jpg,640,640,right,130,311,354,454
IMG_2154_JPG.rf.097fda128c0003c401b4e8f3f30205d1.jpg,640,640,up,142,294,273,554
IMG_2727_JPG.rf.09c2abe5ba6e6382e2939c70a8d19a8b.jpg,640,640,left,118,312,359,468
IMG_3238_JPG.rf.09bc8255713a938057a0bb20c573cfa5.jpg,640,640,down,194,243,353,491
IMG_4749_JPG.rf.094c278eaa5d2df28722e0e61e2a035e.jpg,640,640,down,183,272,345,505
IMG_2186_JPG.rf.0a21edde62993f64304847413f88c3db.jpg,640,640,up,115,298,259,556
IMG_3273_JPG.rf.09c102c7f38014a8e146a97ee7c94a21.jpg,640,640,down,220,247,384,471
IMG_4370_JPG.rf.0a28b454e38977a555554da9f429c01e.jpg,640,640,left,54,298,364,423
IMG_2475_JPG.rf.0a04ec88081d9cf736046c8dbff75961.jpg,640,640,right,141,329,388,447
IMG_3133_JPG.rf.09b7f4cacfb952a02125bbdbc00fc07a.jpg,640,640,down,184,270,337,526
IMG_4964_JPG.rf.0a1e540e7192222e370580cc1830173a.jpg,640,640,down,108,264,295,498
IMG_2782_JPG.rf.0a2dc17e4ae576e77b966362ff3ca821.jpg,640,640,left,84,379,331,503
IMG_3533_JPG.rf.09e2d9ba49b3f48b55a282fe7f657015.jpg,640,640,up,204,237,354,464
IMG_3631_JPG.rf.09e617804640b54d2e573e50f0a1a561.jpg,640,640,up,179,212,344,445
IMG_2194_JPG.rf.09c41e7df7398ec9c001bc1cb9602aa6.jpg,640,640,up,91,303,251,551
IMG_2513_JPG.rf.0a03e98a48d7152bfb96ef67dd62c85c.jpg,640,640,right,118,331,381,453
IMG_3230_JPG.rf.0944dcf8ca4d6978c65e14e6fe28bb9e.jpg,640,640,down,227,240,419,460
IMG_2337_JPG.rf.09df80fcc0a7b0d0fb7b43745952e4ab.jpg,640,640,up,163,258,303,511
IMG_3968_JPG.rf.09c868d2dcd803ceda2cb7fea61b2faa.jpg,640,640,right,134,262,439,371
IMG_2536_JPG.rf.0a5e777f0219525e3083b79129301317.jpg,640,640,right,130,323,371,461
IMG_4971_JPG.rf.0a305dffc445c2d814d06758da4a1436.jpg,640,640,down,116,277,300,507
IMG_2620_JPG.rf.0a72108403a688f1b52e88ca033a7da5.jpg,640,640,right,134,316,372,447
IMG_3587_JPG.rf.0a5971362b46b09541288aa50cc42b4e.jpg,640,640,up,182,225,349,458
IMG_3765_JPG.rf.0aca4be319ef66ba2c0a506864b47849.jpg,640,640,up,157,216,314,446
IMG_4073_JPG.rf.0a9d5be4f14fed2017a3c3b24d5cb437.jpg,640,640,right,134,270,407,389
IMG_3197_JPG.rf.09c83fb59966e5ec67232a8152bca618.jpg,640,640,down,198,270,361,503
IMG_4157_JPG.rf.0abaf3598afc681317a2a683ec59e9e5.jpg,640,640,left,76,305,406,425
IMG_4200_JPG.rf.0a8aaf582a9c150fe71a8eb110768b64.jpg,640,640,left,0,285,342,395
IMG_3226_JPG.rf.0b0df2a5ebdce272421ca5d169833a25.jpg,640,640,down,224,245,414,461
IMG_2136_JPG.rf.0b1bf88e530bfa7e8c95a99b959264af.jpg,640,640,up,120,306,298,555
IMG_3170_JPG.rf.0b2ffc92f38513b4c0885fa25626a44d.jpg,640,640,down,201,260,347,517
IMG_4268_JPG.rf.0ab9d4ec790ce6b0bb037ef087c98465.jpg,640,640,left,4,313,349,440
IMG_4328_JPG.rf.0b11d9f3c6270da13241232c91ecf7ca.jpg,640,640,left,3,327,328,445
IMG_4082_JPG.rf.0b129355100142e123a1ada5bf07d8dd.jpg,640,640,right,128,271,410,383
IMG_2503_JPG.rf.0b5a0b76ae18844d143f737d62946ae3.jpg,640,640,right,139,321,379,460
IMG_2233_JPG.rf.0b92be5ff673936f7e880478feb815b9.jpg,640,640,up,150,287,293,532
IMG_2613_JPG.rf.0b7872ce1b20bacb7a072ed7a40d6355.jpg,640,640,right,145,307,368,452
IMG_4140_JPG.rf.0b2957b8311944a729b7817a462dc8b5.jpg,640,640,left,56,282,384,404
IMG_2925_JPG.rf.0b770e7f4a853e756bc8921042d98438.jpg,640,640,left,55,343,320,476
IMG_3671_JPG.rf.0b8104b90a1b35502867af6d034d9516.jpg,640,640,up,150,207,336,443
IMG_2478_JPG.rf.0b56b9bf7d679e8cbd80a1b11e02547b.jpg,640,640,right,153,327,387,447
IMG_2963_JPG.rf.0b28a821ae58aa48d34adea4259283ba.jpg,640,640,left,89,362,359,481
IMG_4311_JPG.rf.0b978b31db3c1eddbdf69f257b9ac853.jpg,640,640,left,11,278,320,427
IMG_2990_JPG.rf.0b6ac3fa16f2dbe3842ba042f7ba52ab.jpg,640,640,left,30,364,296,491
IMG_2893_JPG.rf.0b1205f39b6213c51a45cfd4a93ee80a.jpg,640,640,left,57,348,330,481
IMG_3895_JPG.rf.0bc30b60b61d992a9fdc4b28c402ccc3.jpg,640,640,right,142,274,423,385
IMG_4397_JPG.rf.0b90e97815850f6f04b7626bebc5e508.jpg,640,640,left,55,274,363,400
IMG_2570_JPG.rf.0bd392c4e883bcbc682dfa94aeec224e.jpg,640,640,right,140,318,369,458
